date,pk,pitcher_id,name,team,opp,home,hand,season_so,season_bf,season_gs,season_ip,prior_so,prior_bf,bf_l5,bf_season,exp_bf,p_pit,f_pit,lineup_src,lineup_n,lineup_k,f_lineup,pk_pa,exp_k,p_over_3.5,p_over_4.5,p_over_5.5,p_over_6.5,p_over_7.5,p_over_8.5,line_dk,over_dk,under_dk,line_fd,over_fd,under_fd,line_mgm,over_mgm,under_mgm,line_czr,over_czr,under_czr,alts,cons_line,p_over_cons,fair_over,fair_under,best_side,best_book,best_line,best_price,best_edge,odds_at,built_at
2026-08-18,824398,687931,Carson Whisenhunt,San Francisco Giants,Cleveland Guardians,0,L,22,130,6,28.0,16,102,21.4,21.74,21.49,0.1875,0.848,confirmed,9,0.1937,0.876,0.1635,3.39,0.4438,0.2616,0.1349,0.0613,0.0248,0.009,3.5,-124,-103,3.5,-115,-111,3.5,-115,-125,,,,"{""fd"":{""2.5"":[-350,null],""3.5"":[-115,null],""4.5"":[190,null],""5.5"":[430,null]},""mgm"":{""5.5"":[390,null],""6.5"":[725,null],""3.5"":[-110,null],""4.5"":[195,null],""2.5"":[-275,null]},""czr"":{""2.5"":[-380,null],""3.5"":[-132,null],""4.5"":[175,null],""5.5"":[380,null],""6.5"":[850,null]},""dk"":{""1.5"":[-1140,null],""2.5"":[-319,null],""3.5"":[-122,null],""4.5"":[196,null],""5.5"":[449,null],""6.5"":[1040,null]}}",3.5,0.4438,+125,-125,under,dk,3.5,-103,0.078,2026-08-18T19:01:35Z,2026-08-18T19:01:35Z
2026-08-18,824398,656492,Foster Griffin,Cleveland Guardians,San Francisco Giants,1,L,125,566,24,138.3,0,0,24.2,23.49,24.02,0.2209,1.0,confirmed,9,0.2362,1.069,0.2361,5.61,0.8068,0.6622,0.4967,0.3383,0.2088,0.1169,5.5,-107,-120,5.5,-111,-115,5.5,-130,-110,,,,"{""fd"":{""2.5"":[-3500,null],""3.5"":[-800,null],""4.5"":[-290,null],""5.5"":[-111,null],""6.5"":[180,null],""7.5"":[350,null],""8.5"":[750,null]},""mgm"":{""5.5"":[-125,null],""4.5"":[-250,null],""3.5"":[-550,null],""7.5"":[270,null],""6.5"":[145,null]},""czr"":{""9.5"":[1100,null],""3.5"":[-800,null],""4.5"":[-280,null],""5.5"":[-129,null],""6.5"":[155,null],""7.5"":[300,null],""8.5"":[575,null]},""dk"":{""2.5"":[-1940,null],""3.5"":[-571,null],""4.5"":[-234,null],""5.5"":[-109,null],""6.5"":[186,null],""7.5"":[383,null],""8.5"":[770,null],""9.5"":[1520,null]}}",5.5,0.4967,+101,-101,under,mgm,5.5,-110,0.0223,2026-08-18T19:01:35Z,2026-08-18T19:01:35Z
2026-08-18,822938,667755,José Soriano,Toronto Blue Jays,Tampa Bay Rays,0,R,134,553,24,133.7,152,724,21.4,22.95,21.79,0.2344,1.061,confirmed,9,0.1771,0.802,0.1886,4.1,0.5873,0.3973,0.238,0.1266,0.0602,0.0257,4.5,102,-131,4.5,114,-146,4.5,-110,-135,,,,"{""fd"":{""2.5"":[-650,null],""3.5"":[-235,null],""4.5"":[114,null],""5.5"":[240,null],""6.5"":[540,null]},""czr"":{""2.5"":[-850,null],""3.5"":[-250,null],""4.5"":[100,null],""5.5"":[205,null],""6.5"":[425,null],""7.5"":[900,null]},""dk"":{""1.5"":[-2100,null],""2.5"":[-571,null],""3.5"":[-223,null],""4.5"":[100,null],""5.5"":[214,null],""6.5"":[458,null],""7.5"":[990,null]},""mgm"":{""4.5"":[-110,null],""2.5"":[-625,null],""5.5"":[185,null],""6.5"":[360,null],""3.5"":[-235,null]}}",4.5,0.3973,+152,-152,under,mgm,4.5,-135,0.0796,2026-08-18T19:01:35Z,2026-08-18T19:01:35Z
2026-08-18,823423,806188,Cade Gibson,Miami Marlins,Philadelphia Phillies,0,L,29,156,0,33.7,43,230,21.9,21.9,21.9,0.1954,0.884,confirmed,9,0.1867,0.845,0.1643,3.57,0.4816,0.2952,0.1588,0.0756,0.032,0.0122,,,,,,,,,,,,,,,,,,,,,,,2026-08-18T15:30:56Z,2026-08-18T19:01:35Z
2026-08-18,824723,624133,Ranger Suarez,Boston Red Sox,Arizona Diamondbacks,1,L,110,445,21,108.0,151,651,16.8,21.33,17.93,0.2417,1.094,confirmed,9,0.1988,0.9,0.2181,3.87,0.5473,0.3562,0.2035,0.1025,0.0458,0.0183,4.5,-119,-107,4.5,-102,-125,4.5,-145,100,,,,"{""fd"":{""2.5"":[-900,null],""3.5"":[-295,null],""4.5"":[-102,null],""5.5"":[196,null],""6.5"":[440,null]},""mgm"":{""3.5"":[-325,null],""2.5"":[-800,null],""6.5"":[300,null],""4.5"":[-140,null],""5.5"":[150,null]},""czr"":{""2.5"":[-1250,null],""3.5"":[-290,null],""4.5"":[-121,null],""5.5"":[172,null],""6.5"":[350,null],""7.5"":[700,null]},""dk"":{""2.5"":[-800,null],""3.5"":[-277,null],""4.5"":[-120,null],""5.5"":[185,null],""6.5"":[404,null],""7.5"":[860,null],""8.5"":[1820,null]}}",4.5,0.3562,+181,-181,under,mgm,4.5,100,0.1859,2026-08-18T19:01:35Z,2026-08-18T19:01:35Z
2026-08-18,823341,677952,Braxton Ashcraft,Pittsburgh Pirates,Detroit Tigers,1,R,155,574,24,141.3,71,292,22.6,23.64,22.86,0.2608,1.18,confirmed,9,0.2065,0.934,0.2445,5.56,0.8025,0.6566,0.4902,0.3318,0.2032,0.1127,5.5,-136,107,5.5,-122,-104,5.5,-120,-120,,,,"{""dk"":{""2.5"":[-3200,null],""3.5"":[-800,null],""4.5"":[-304,null],""5.5"":[-136,null],""6.5"":[155,null],""7.5"":[317,null],""8.5"":[650,null],""9.5"":[1320,null]},""fd"":{""2.5"":[-4000,null],""3.5"":[-800,null],""4.5"":[-310,null],""5.5"":[-122,null],""6.5"":[162,null],""7.5"":[320,null],""8.5"":[630,null]},""mgm"":{""4.5"":[-250,null],""5.5"":[-120,null],""3.5"":[-550,null],""6.5"":[160,null],""7.5"":[300,null]},""czr"":{""9.5"":[1000,null],""3.5"":[-950,null],""4.5"":[-295,null],""5.5"":[-136,null],""6.5"":[143,null],""7.5"":[270,null],""8.5"":[525,null]}}",5.5,0.4902,+104,-104,under,dk,5.5,107,0.0538,2026-08-18T15:30:56Z,2026-08-18T19:16:24Z
2026-08-18,824475,681517,Kyle Leahy,St. Louis Cardinals,Cincinnati Reds,0,R,105,498,23,117.3,80,363,22.0,21.59,21.9,0.2136,0.967,confirmed,9,0.2477,1.121,0.2397,5.21,0.7624,0.6021,0.4303,0.2771,0.1607,0.0842,5.5,121,-154,5.5,112,-142,5.5,-110,-135,,,,"{""dk"":{""2.5"":[-1300,null],""3.5"":[-417,null],""4.5"":[-174,null],""5.5"":[123,null],""6.5"":[258,null],""7.5"":[539,null],""8.5"":[1080,null]},""fd"":{""2.5"":[-2500,null],""3.5"":[-530,null],""4.5"":[-225,null],""5.5"":[112,null],""6.5"":[230,null],""7.5"":[470,null]},""mgm"":{""5.5"":[-115,null],""7.5"":[340,null],""4.5"":[-250,null],""6.5"":[175,null],""3.5"":[-600,null]},""czr"":{""3.5"":[-590,null],""4.5"":[-213,null],""5.5"":[102,null],""6.5"":[196,null],""7.5"":[390,null],""8.5"":[800,null]}}",5.5,0.4303,+132,-132,under,mgm,5.5,-135,0.0466,2026-08-18T15:30:56Z,2026-08-18T19:16:24Z
2026-08-18,824475,671096,Andrew Abbott,Cincinnati Reds,St. Louis Cardinals,1,L,102,578,25,133.0,149,684,24.2,22.95,23.89,0.1873,0.848,confirmed,9,0.194,0.878,0.1636,3.89,0.5438,0.3542,0.204,0.1044,0.0478,0.0197,4.5,-108,-118,4.5,-113,-113,4.5,-140,-105,,,,"{""dk"":{""1.5"":[-3300,null],""2.5"":[-720,null],""3.5"":[-258,null],""4.5"":[-108,null],""5.5"":[203,null],""6.5"":[434,null],""7.5"":[940,null]},""fd"":{""2.5"":[-950,null],""3.5"":[-310,null],""4.5"":[-113,null],""5.5"":[190,null],""6.5"":[420,null]},""mgm"":{""2.5"":[-650,null],""6.5"":[300,null],""4.5"":[-130,null],""3.5"":[-275,null],""5.5"":[150,null]},""czr"":{""2.5"":[-1000,null],""3.5"":[-310,null],""4.5"":[-120,null],""5.5"":[174,null],""6.5"":[350,null],""7.5"":[700,null]}}",4.5,0.3542,+182,-182,under,mgm,4.5,-105,0.1783,2026-08-18T15:30:56Z,2026-08-18T19:16:24Z
2026-08-18,823586,592662,Robbie Ray,San Diego Padres,New York Mets,0,L,113,554,23,131.7,186,755,22.2,23.03,22.41,0.2138,0.968,confirmed,9,0.2305,1.043,0.2231,4.85,0.7132,0.5393,0.3662,0.2229,0.1218,0.06,4.5,-129,101,4.5,-113,-113,5.5,150,-220,,,,"{""dk"":{""2.5"":[-930,null],""3.5"":[-317,null],""4.5"":[-129,null],""5.5"":[171,null],""6.5"":[369,null],""7.5"":[800,null],""8.5"":[1760,null]},""fd"":{""2.5"":[-1000,null],""3.5"":[-330,null],""4.5"":[-113,null],""5.5"":[180,null],""6.5"":[390,null]},""mgm"":{""7.5"":[525,null],""4.5"":[-135,null],""3.5"":[-295,null],""5.5"":[150,null],""6.5"":[300,null]},""czr"":{""2.5"":[-1700,null],""3.5"":[-360,null],""4.5"":[-139,null],""5.5"":[150,null],""6.5"":[305,null],""7.5"":[625,null],""8.5"":[1300,null]}}",4.5,0.5393,-117,+117,over,fd,4.5,-113,0.0393,2026-08-18T15:30:56Z,2026-08-18T19:16:24Z
2026-08-18,824803,607074,Carlos Rodón,New York Yankees,Baltimore Orioles,0,L,52,194,9,46.3,203,789,22.6,21.64,22.36,0.2589,1.171,confirmed,9,0.2534,1.147,0.2948,6.41,0.877,0.7704,0.629,0.4719,0.3234,0.2018,4.5,-162,127,4.5,-148,116,5.5,120,-175,,,,"{""dk"":{""2.5"":[-1140,null],""3.5"":[-372,null],""4.5"":[-162,null],""5.5"":[134,null],""6.5"":[276,null],""7.5"":[574,null],""8.5"":[1120,null]},""fd"":{""2.5"":[-1100,null],""3.5"":[-360,null],""4.5"":[-162,null],""5.5"":[142,null],""6.5"":[265,null],""7.5"":[560,null]},""mgm"":{""5.5"":[120,null],""7.5"":[525,null],""3.5"":[-450,null],""4.5"":[-175,null],""6.5"":[260,null]},""czr"":{""3.5"":[-480,null],""4.5"":[-173,null],""5.5"":[125,null],""6.5"":[245,null],""7.5"":[475,null],""8.5"":[1000,null]}}",4.5,0.7704,-336,+336,over,fd,5.5,142,0.2158,2026-08-18T15:30:56Z,2026-08-18T19:31:26Z
