date,pk,pitcher_id,name,team,opp,home,hand,season_so,season_bf,season_gs,season_ip,prior_so,prior_bf,bf_l5,bf_season,exp_bf,p_pit,f_pit,lineup_src,lineup_n,lineup_k,f_lineup,pk_pa,exp_k,p_over_3.5,p_over_4.5,p_over_5.5,p_over_6.5,p_over_7.5,p_over_8.5,line_dk,over_dk,under_dk,line_fd,over_fd,under_fd,line_mgm,over_mgm,under_mgm,line_czr,over_czr,under_czr,alts,cons_line,p_over_cons,fair_over,fair_under,best_side,best_book,best_line,best_price,best_edge,odds_at,built_at
2026-09-25,824703,605280,Clay Holmes,Chicago Cubs,Boston Red Sox,0,R,75,399,17,97.0,129,708,25.0,23.27,24.13,0.1889,0.854,confirmed,9,0.1987,0.898,0.1689,4.01,0.5681,0.3784,0.2234,0.1174,0.0552,0.0234,4.5,133,-171,3.5,-154,120,4.5,125,-165,,,,"{""dk"":{""1.5"":[-1680,null],""2.5"":[-458,null],""3.5"":[-179,null],""4.5"":[130,null],""5.5"":[293,null],""6.5"":[640,null],""7.5"":[1360,null]},""fd"":{""2.5"":[-480,null],""3.5"":[-154,null],""4.5"":[150,null],""5.5"":[340,null]},""mgm"":{""3.5"":[-185,null],""5.5"":[260,null],""4.5"":[125,null],""6.5"":[500,null],""2.5"":[-500,null]},""czr"":{""2.5"":[-560,null],""3.5"":[-164,null],""4.5"":[132,null],""5.5"":[270,null],""6.5"":[600,null],""7.5"":[1300,null]}}",4.5,0.3784,+164,-164,under,mgm,4.5,-165,0.0381,2026-09-25T15:31:17Z,2026-09-25T16:00:07Z
2026-09-25,824703,687941,Alec Gamboa,Boston Red Sox,Chicago Cubs,1,L,22,121,2,31.0,0,0,4.0,17.31,10.66,0.2064,0.933,confirmed,9,0.1985,0.897,0.1848,2.02,0.1563,0.0608,0.0202,0.0058,0.0015,0.0003,,,,,,,,,,,,,,,,,,,,,,,2026-09-25T15:31:17Z,2026-09-25T16:00:07Z
2026-09-25,823491,669432,Trevor Rogers,Baltimore Orioles,New York Yankees,0,L,153,682,29,165.7,103,423,26.33,23.08,24.71,0.2271,1.026,confirmed,9,0.2515,1.136,0.2578,6.38,0.8744,0.7636,0.62,0.4633,0.317,0.1981,6.5,127,-162,6.5,116,-148,6.5,110,-150,,,,"{""dk"":{""3.5"":[-1020,null],""4.5"":[-378,null],""5.5"":[-167,null],""6.5"":[124,null],""7.5"":[248,null],""8.5"":[501,null],""9.5"":[1040,null]},""fd"":{""3.5"":[-1600,null],""4.5"":[-500,null],""5.5"":[-210,null],""6.5"":[116,null],""7.5"":[220,null],""8.5"":[430,null]},""mgm"":{""7.5"":[200,null],""6.5"":[110,null],""8.5"":[360,null],""4.5"":[-375,null],""5.5"":[-175,null]},""czr"":{""9.5"":[700,null],""3.5"":[-1450,null],""4.5"":[-400,null],""5.5"":[-182,null],""6.5"":[119,null],""7.5"":[210,null],""8.5"":[390,null]}}",6.5,0.4633,+116,-116,over,dk,6.5,127,0.0473,2026-09-25T15:31:17Z,2026-09-25T17:31:03Z
2026-09-25,823491,694341,Brendan Beck,New York Yankees,Baltimore Orioles,1,R,5,34,1,7.7,0,0,18.0,20.81,19.41,0.2105,0.951,confirmed,9,0.2576,1.164,0.2456,4.61,0.6781,0.4978,0.3258,0.1899,0.0988,0.0461,,,,,,,,,,,,,,,,,,,,,,,,2026-09-25T17:31:03Z
2026-09-25,824220,696149,Bubba Chandler,Pittsburgh Pirates,Detroit Tigers,0,R,138,657,29,151.3,31,124,22.0,22.04,22.02,0.2152,0.973,confirmed,9,0.232,1.048,0.2257,4.91,0.721,0.5494,0.3765,0.2315,0.1278,0.0636,4.5,-125,-102,4.5,-130,102,4.5,-125,-105,,,,"{""fd"":{""2.5"":[-1100,null],""3.5"":[-350,null],""4.5"":[-130,null],""5.5"":[158,null],""6.5"":[340,null],""7.5"":[750,null]},""dk"":{""2.5"":[-810,null],""3.5"":[-291,null],""4.5"":[-125,null],""5.5"":[171,null],""6.5"":[361,null],""7.5"":[750,null],""8.5"":[1440,null]},""czr"":{""2.5"":[-1450,null],""3.5"":[-345,null],""4.5"":[-129,null],""5.5"":[151,null],""6.5"":[305,null],""7.5"":[600,null],""8.5"":[1200,null]},""mgm"":{""6.5"":[325,null],""4.5"":[-125,null],""3.5"":[-275,null],""5.5"":[165,null],""2.5"":[-700,null]}}",4.5,0.5494,-122,+122,over,mgm,4.5,-125,0.0291,2026-09-25T19:47:19Z,2026-09-25T19:47:19Z
2026-09-25,824220,695549,Jackson Jobe,Detroit Tigers,Pittsburgh Pirates,1,R,43,172,8,40.7,39,218,21.33,21.03,21.18,0.2227,1.006,confirmed,9,0.2275,1.028,0.2289,4.75,0.6986,0.5219,0.3493,0.2091,0.1121,0.054,5.5,125,-159,5.5,124,-158,4.5,-175,130,,,,"{""fd"":{""2.5"":[-1800,null],""3.5"":[-500,null],""4.5"":[-200,null],""5.5"":[124,null],""6.5"":[240,null],""7.5"":[500,null]},""dk"":{""2.5"":[-1380,null],""3.5"":[-424,null],""4.5"":[-174,null],""5.5"":[124,null],""6.5"":[265,null],""7.5"":[559,null],""8.5"":[1180,null]},""czr"":{""3.5"":[-530,null],""4.5"":[-197,null],""5.5"":[117,null],""6.5"":[225,null],""7.5"":[425,null],""8.5"":[850,null]},""mgm"":{""3.5"":[-375,null],""2.5"":[-1000,null],""5.5"":[110,null],""6.5"":[200,null],""4.5"":[-175,null]}}",5.5,0.3493,+186,-186,under,fd,5.5,-158,0.0723,2026-09-25T19:47:19Z,2026-09-25T19:47:19Z
2026-09-25,823409,642547,Freddy Peralta,Tampa Bay Rays,Philadelphia Phillies,0,R,152,708,31,163.7,204,723,20.67,22.81,21.74,0.2266,1.024,confirmed,9,0.2096,0.947,0.2147,4.67,0.6853,0.506,0.3344,0.1977,0.1047,0.0499,4.5,107,-137,4.5,118,-150,4.5,110,-150,,,,"{""fd"":{""2.5"":[-670,null],""3.5"":[-230,null],""4.5"":[118,null],""5.5"":[255,null],""6.5"":[560,null]},""dk"":{""1.5"":[-3200,null],""2.5"":[-620,null],""3.5"":[-227,null],""4.5"":[107,null],""5.5"":[244,null],""6.5"":[546,null],""7.5"":[1220,null]},""czr"":{""2.5"":[-625,null],""3.5"":[-205,null],""4.5"":[115,null],""5.5"":[230,null],""6.5"":[450,null],""7.5"":[1000,null]},""mgm"":{""5.5"":[230,null],""2.5"":[-600,null],""4.5"":[110,null],""6.5"":[450,null],""3.5"":[-210,null]}}",4.5,0.506,-102,+102,over,fd,4.5,118,0.0727,2026-09-25T19:47:19Z,2026-09-25T19:47:19Z
2026-09-25,822760,666157,Nick Lodolo,Cincinnati Reds,Toronto Blue Jays,0,L,80,462,20,103.7,156,642,23.67,22.58,23.12,0.1927,0.871,confirmed,9,0.1791,0.81,0.1549,3.53,0.4705,0.2858,0.1525,0.0721,0.0304,0.0115,4.5,116,-148,4.5,126,-162,3.5,-165,125,,,,"{""fd"":{""2.5"":[-620,null],""3.5"":[-215,null],""4.5"":[126,null],""5.5"":[255,null],""6.5"":[560,null]},""czr"":{""2.5"":[-590,null],""3.5"":[-200,null],""4.5"":[122,null],""5.5"":[240,null],""6.5"":[525,null],""7.5"":[1100,null]},""dk"":{""1.5"":[-2500,null],""2.5"":[-569,null],""3.5"":[-210,null],""4.5"":[113,null],""5.5"":[251,null],""6.5"":[565,null],""7.5"":[1240,null]},""mgm"":{""5.5"":[250,null],""6.5"":[475,null],""4.5"":[125,null],""3.5"":[-175,null],""2.5"":[-450,null]}}",4.5,0.2858,+250,-250,under,dk,4.5,-148,0.151,2026-09-25T19:47:19Z,2026-09-25T19:47:19Z
2026-09-25,823816,691587,Eury Pérez,Miami Marlins,Atlanta Braves,1,R,162,631,28,150.0,105,385,22.33,22.19,22.26,0.2564,1.158,confirmed,9,0.2155,0.974,0.25,5.44,0.7888,0.6382,0.4698,0.3127,0.1879,0.1021,5.5,109,-139,4.5,-170,132,5.5,120,-160,,,,"{""fd"":{""2.5"":[-1800,null],""3.5"":[-480,null],""4.5"":[-170,null],""5.5"":[126,null],""6.5"":[265,null],""7.5"":[560,null]},""czr"":{""3.5"":[-530,null],""4.5"":[-190,null],""5.5"":[119,null],""6.5"":[215,null],""7.5"":[425,null],""8.5"":[850,null]},""dk"":{""2.5"":[-1400,null],""3.5"":[-459,null],""4.5"":[-196,null],""5.5"":[109,null],""6.5"":[225,null],""7.5"":[456,null],""8.5"":[930,null],""9.5"":[1720,null]},""mgm"":{""7.5"":[400,null],""6.5"":[230,null],""5.5"":[120,null],""3.5"":[-350,null],""4.5"":[-165,null]}}",5.5,0.4698,+113,-113,over,mgm,5.5,120,0.045,2026-09-25T19:47:19Z,2026-09-25T19:47:19Z
2026-09-25,824058,668909,Gavin Williams,Cleveland Guardians,Kansas City Royals,0,R,244,728,31,181.0,173,704,19.33,23.3,21.32,0.3147,1.422,confirmed,9,0.2044,0.924,0.2934,6.09,0.8523,0.7322,0.5806,0.4205,0.2767,0.1653,7.5,124,-158,6.5,-132,104,7.5,140,-190,,,,"{""fd"":{""3.5"":[-3500,null],""4.5"":[-850,null],""5.5"":[-320,null],""6.5"":[-132,null],""7.5"":[146,null],""8.5"":[300,null],""9.5"":[560,null]},""czr"":{""9.5"":[400,null],""4.5"":[-850,null],""5.5"":[-320,null],""6.5"":[-136,null],""7.5"":[125,null],""8.5"":[225,null]},""dk"":{""3.5"":[-2700,null],""4.5"":[-790,null],""5.5"":[-336,null],""6.5"":[-162,null],""7.5"":[124,null],""8.5"":[238,null],""9.5"":[477,null],""10.5"":[920,null],""11.5"":[1740,null]},""mgm"":{""5.5"":[-325,null],""6.5"":[-165,null],""7.5"":[115,null],""8.5"":[210,null],""9.5"":[400,null]}}",7.5,0.2767,+261,-261,under,dk,7.5,-158,0.1449,2026-09-25T19:47:19Z,2026-09-25T19:47:19Z
