Date,Away,Home,Model Away%,Model Home%,DK Away Odds,DK Home Odds,MGM Away Odds,MGM Home Odds,DK Edge Away,MGM Edge Away,DK Edge Home,MGM Edge Home,Away SP,Away Hand,Away Reliability%,Away SP Velo,Away SP Spin,Away SP Whiff,Home SP,Home Hand,Home Reliability%,Home SP Velo,Home SP Spin,Home SP Whiff,Away Lineup OPS,Home Lineup OPS,Away BP ERA(7d),Home BP ERA(7d),Away Line Move,Home Line Move,Sharp Signal,Lineup Source,Park Factor,Flag,Odds Warning,Devig DK Edge Away,Devig DK Edge Home,Devig MGM Edge Away,Devig MGM Edge Home,Devig Bet,CZR Away Odds,CZR Home Odds,Game#,GamePk,DK RL Away,DK RL Home,MGM RL Away,MGM RL Home
2026-09-09,Minnesota Twins,Detroit Tigers,42.9,57.1,108,-131,110,-135,-5.2%,-4.7%,+0.4%,-0.3%,Zebby Matthews,R,58.5,90.0,2245.0,8.6,Keider Montero,R,71.5,89.9,2353.0,7.8,0.726,0.708,5.0,4.4,0.0,0.0,N/A,ESTIMATED,100,,,-3.0%,+3.0%,-2.4%,+2.4%,Detroit Tigers,110,-130,1,824226,+1.5@-194,-1.5@159,,
2026-09-09,Toronto Blue Jays,Athletics,58.1,41.9,-163,135,-160,135,-3.9%,-3.4%,-0.7%,-0.7%,Braydon Fisher,R,35.2,87.5,2328.0,9.6,Brady Basso,L,16.7,87.8,2226.0,8.3,0.722,0.694,3.06,3.63,0.0,0.0,N/A,CONFIRMED+PLATOON,95,,,-1.2%,+1.2%,-1.0%,+1.0%,,-160,135,1,824956,-1.5@-102,+1.5@-118,-1.5@-102,+1.5@-118
2026-09-09,St. Louis Cardinals,San Francisco Giants,61.3,38.7,-123,102,-120,100,+6.1%,+6.8%,-10.8%,-11.3%,Andre Pallante,R,70.5,89.9,2285.0,7.5,Blade Tidwell,R,21.3,88.9,2424.0,8.6,0.708,0.669,5.17,3.43,-0.6,0.5,N/A,CONFIRMED+PLATOON,95,,,+8.6%,-8.6%,+9.1%,-9.1%,,-120,100,1,823172,-1.5@135,+1.5@-164,-1.5@135,+1.5@-165
2026-09-09,Washington Nationals,San Diego Padres,44.3,55.7,153,-187,154,-190,+4.8%,+4.9%,-9.5%,-9.8%,Jackson Kent,L,12.2,88.2,2162.0,8.1,Walker Buehler,R,68.2,90.0,2197.0,7.8,0.808,0.751,6.24,3.5,0.8,-0.7,N/A,CONFIRMED+PLATOON,94,,,+6.6%,-6.6%,+6.7%,-6.7%,,158,-190,1,823251,+1.5@-142,-1.5@118,+1.5@-145,-1.5@118
2026-09-09,Texas Rangers,Seattle Mariners,65.0,35.0,123,-148,130,-155,+20.2%,+21.5%,-24.7%,-25.8%,Cody Bradford,L,15.2,84.6,1910.0,7.1,Kade Anderson,L,7.5,88.7,2148.0,10.2,0.815,0.689,4.91,5.33,2.1,-2.2,CONFIRMED ✓,CONFIRMED+PLATOON,96,,,+22.1%,-22.1%,+23.3%,-23.3%,,135,-160,1,823090,+1.5@-175,-1.5@144,+1.5@-170,-1.5@140
2026-09-09,Cleveland Guardians,Baltimore Orioles,52.1,47.9,-118,-102,-118,-102,-2.0%,-2.0%,-2.6%,-2.6%,Foster Griffin,L,80.2,86.0,2155.0,9.2,Shane Baz,R,81.7,90.7,2405.0,8.5,0.686,0.71,4.93,3.76,2.2,-2.1,CONFIRMED ✓,ESTIMATED,102,,,+0.4%,-0.4%,+0.4%,-0.4%,,-120,100,1,824791,-1.5@144,+1.5@-175,-1.5@145,+1.5@-175
2026-09-09,Houston Astros,Philadelphia Phillies,44.3,55.7,129,-156,125,-155,+0.6%,-0.1%,-5.2%,-5.1%,Hunter Brown,R,43.5,92.3,2190.0,9.5,Cristopher Sánchez,L,90.7,90.4,2082.0,14.6,0.723,0.712,2.29,3.23,0.7,-0.6,N/A,ESTIMATED,105,,,+2.5%,-2.5%,+2.1%,-2.1%,,130,-155,1,823416,+1.5@-163,-1.5@135,+1.5@-160,-1.5@135
2026-09-09,New York Mets,Miami Marlins,38.8,61.2,104,-126,105,-125,-10.2%,-10.0%,+5.4%,+5.6%,Robert Stock,R,13.2,90.6,2260.0,11.9,Janson Junk,R,54.0,88.0,2208.0,5.6,0.7,0.724,5.0,6.1,0.0,0.0,N/A,ESTIMATED,96,,,-8.0%,+8.0%,-7.9%,+7.9%,,105,-125,1,823818,+1.5@-198,-1.5@162,-1.5@160,+1.5@-210
2026-09-09,Los Angeles Angels,Boston Red Sox,29.5,70.5,178,-219,170,-210,-6.5%,-7.5%,+1.8%,+2.8%,Ryan Johnson,R,39.2,87.2,2291.0,9.6,Jake Bennett,L,49.8,88.6,2085.0,11.1,0.679,0.726,2.42,3.0,-0.1,0.2,N/A,PARTIAL,104,,,-4.9%,+4.9%,-5.8%,+5.8%,Boston Red Sox,180,-220,1,824713,+1.5@-112,-1.5@-108,+1.5@-110,-1.5@-110
2026-09-09,Colorado Rockies,New York Yankees,46.4,53.6,208,-258,200,-250,+13.9%,+13.1%,-18.5%,-17.8%,Tomoyuki Sugano,R,65.8,88.2,2297.0,7.0,Will Warren,R,68.2,90.1,2493.0,8.6,0.739,0.719,6.07,2.38,-0.8,0.7,N/A,ESTIMATED,101,,,+15.3%,-15.3%,+14.6%,-14.6%,,210,-260,1,823497,+1.5@-102,-1.5@-118,+1.5@-102,-1.5@-118
