date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_hr,season_pa,exp_pa,f_bat,f_platoon,f_arsenal,f_pit,f_park,f_wind,f_temp,wind,hr_pa,p,odds_dk,odds_mgm,odds_czr,fair
2026-08-17,824641,808959,Munetaka Murakami,Chicago White Sox,Chicago Cubs,0,Shota Imanaga,684007,L,28,383,4.4,1.78,0.97,1.05,1.19,1.0,1.0,1.0,,0.06519,25.7,338,270,305,+289
2026-08-17,823427,656941,Kyle Schwarber,Philadelphia Phillies,Miami Marlins,1,Janson Junk,676083,R,37,531,4.5,1.82,1.18,0.94,1.02,1.06,1.0,1.0,,0.06013,24.4,195,175,186,+310
2026-08-17,823668,621566,Matt Olson,Atlanta Braves,Minnesota Twins,0,Bailey Ober,641927,R,36,541,4.4,1.76,1.16,1.05,1.11,0.99,1.0,1.0,,0.05927,23.6,247,240,235,+324
2026-08-17,824320,660271,Shohei Ohtani,Los Angeles Dodgers,Colorado Rockies,0,Tomoyuki Sugano,608372,R,27,525,4.4,1.44,0.99,1.06,1.19,1.05,1.0,1.0,,0.05487,22.0,191,165,174,+355
2026-08-17,824641,678246,Miguel Vargas,Chicago White Sox,Chicago Cubs,0,Shota Imanaga,684007,L,28,533,4.4,1.46,1.18,1.01,1.19,1.0,1.0,1.0,,0.05345,21.5,360,280,320,+365
2026-08-17,824320,696100,Hunter Goodman,Colorado Rockies,Los Angeles Dodgers,1,Blake Snell,605483,L,34,460,4.1,1.86,0.99,0.96,0.94,1.05,1.0,1.0,,0.05576,21.0,,280,,+376
2026-08-17,824641,695657,Colson Montgomery,Chicago White Sox,Chicago Cubs,0,Shota Imanaga,684007,L,26,495,4.2,1.45,1.05,0.85,1.19,1.0,1.0,1.0,,0.05299,20.4,379,310,350,+390
2026-08-17,822939,691406,Junior Caminero,Tampa Bay Rays,Baltimore Orioles,1,Brandon Young,687064,R,35,538,4.4,1.73,1.2,1.07,0.93,0.98,1.0,1.0,,0.04825,19.6,373,270,320,+410
2026-08-17,824320,571970,Max Muncy,Los Angeles Dodgers,Colorado Rockies,0,Tomoyuki Sugano,608372,R,24,430,3.7,1.49,1.11,1.02,1.19,1.05,1.0,1.0,,0.05686,19.5,251,230,235,+413
2026-08-17,823668,621439,Byron Buxton,Minnesota Twins,Atlanta Braves,1,Martín Pérez,527048,L,25,376,4.4,1.66,0.94,0.95,0.95,0.99,1.0,1.0,,0.04764,19.3,301,280,280,+418
2026-08-17,824514,701398,Sal Stewart,Cincinnati Reds,St. Louis Cardinals,1,TBD,,,26,532,4.3,1.38,1.0,1.0,1.0,1.14,1.0,1.0,,0.04817,19.1,426,,400,+424
2026-08-17,824641,691718,Pete Crow-Armstrong,Chicago Cubs,Chicago White Sox,1,Luis Castillo,622491,R,28,555,4.4,1.42,1.16,1.02,1.05,1.0,1.0,1.0,,0.04591,18.7,320,250,290,+435
2026-08-17,824514,691023,Jordan Walker,St. Louis Cardinals,Cincinnati Reds,0,TBD,,,24,512,4.3,1.34,1.0,1.0,1.0,1.14,1.0,1.0,,0.04654,18.5,377,,330,+441
2026-08-17,824514,668709,JJ Bleday,Cincinnati Reds,St. Louis Cardinals,1,TBD,,,20,398,4.2,1.37,1.0,1.0,1.0,1.14,1.0,1.0,,0.04761,18.5,416,,390,+441
2026-08-17,824514,682829,Elly De La Cruz,Cincinnati Reds,St. Louis Cardinals,1,TBD,,,20,465,4.5,1.25,1.0,1.0,1.0,1.14,1.0,1.0,,0.04344,18.1,383,,390,+452
2026-08-17,824320,681624,Andy Pages,Los Angeles Dodgers,Colorado Rockies,0,Tomoyuki Sugano,608372,R,21,533,4.3,1.19,0.98,0.99,1.19,1.05,1.0,1.0,,0.04532,18.1,357,300,330,+452
2026-08-17,823427,547180,Bryce Harper,Philadelphia Phillies,Miami Marlins,1,Janson Junk,676083,R,25,533,4.3,1.34,1.2,1.15,1.02,1.06,1.0,1.0,,0.04439,17.7,364,280,320,+465
2026-08-17,824320,605141,Mookie Betts,Los Angeles Dodgers,Colorado Rockies,0,Tomoyuki Sugano,608372,R,15,367,4.2,1.19,1.15,1.02,1.19,1.05,1.0,1.0,,0.04534,17.7,452,340,390,+465
2026-08-17,823668,686948,Drake Baldwin,Atlanta Braves,Minnesota Twins,0,Bailey Ober,641927,R,20,448,4.4,1.28,1.1,0.95,1.11,0.99,1.0,1.0,,0.04302,17.6,313,340,320,+468
2026-08-17,824514,553993,Eugenio Suárez,Cincinnati Reds,St. Louis Cardinals,1,TBD,,,18,367,4.0,1.33,1.0,1.0,1.0,1.14,1.0,1.0,,0.04641,17.3,370,,370,+478
